,Close,trend_aroon_up,trend_aroon_down,aroon_signal,aroon_position,macd,signal,macd_signal,macd_position,RSI,rsi_signal,rsi_position
2019-09-06 09:30:00-04:00,63.31999969482422,0.0,0.0,0,1,0.1779566596830832,-0.0401797012328111,0,1,41.76422121002339,0,1
2019-09-06 10:30:00-04:00,62.97610092163086,0.0,0.0,0,1,0.1937950456829966,0.0066152481503503,0,1,39.20923037211833,0,1
2019-09-06 11:30:00-04:00,63.27999877929688,0.0,0.0,0,1,0.2282381111584754,0.0509398207519754,0,1,42.553710629230906,0,1
2019-09-06 12:30:00-04:00,62.97600173950195,88.0,52.0,0,1,0.2283719386424252,0.0864262443300653,0,1,40.17276686020396,0,1
2019-09-06 13:30:00-04:00,62.650001525878906,84.0,48.0,0,1,0.1998685449731141,0.1091147044586751,0,1,37.73448797662451,0,1
2019-09-06 14:30:00-04:00,62.30500030517578,80.0,44.0,0,1,0.1477376571707225,0.1168392950010846,0,1,35.29314170013784,0,1
2019-09-06 15:30:00-04:00,61.97999954223633,76.0,40.0,0,1,0.0792847621945185,0.1093283884397714,-1,0,33.11933481595288,0,1
2019-09-09 09:30:00-04:00,61.70000076293945,72.0,36.0,0,1,0.0024139616601956,0.0879455030838562,0,0,31.32900251036142,0,1
2019-09-09 10:30:00-04:00,61.68000030517578,68.0,32.0,0,1,-0.05943543666163,0.058469315134759,0,0,31.19926520016409,0,1
2019-09-09 11:30:00-04:00,60.95000076293945,64.0,100.0,0,1,-0.1654491972726717,0.0136856126532728,0,0,26.831748000691743,1,1
2019-09-09 12:30:00-04:00,59.92499923706055,60.0,100.0,0,1,-0.3283894539779552,-0.0547294006729727,0,0,22.144278985487503,0,1
2019-09-09 13:30:00-04:00,59.752201080322266,56.00000000000001,100.0,0,1,-0.4660913376438031,-0.1370017880671388,0,0,21.4635256434661,0,1
2019-09-09 14:30:00-04:00,60.86000061035156,52.0,96.0,0,1,-0.480294374158646,-0.2056603052854403,0,0,35.21396026007723,0,1
2019-09-09 15:30:00-04:00,61.45000076293945,48.0,92.0,0,1,-0.4388831299207254,-0.2523048702124973,0,0,41.126084787633815,0,1
2019-09-10 09:30:00-04:00,61.380001068115234,44.0,88.0,0,1,-0.4070209269861564,-0.2832480815672292,0,0,40.65208982897858,0,1
2019-09-10 10:30:00-04:00,61.207298278808594,40.0,84.0,0,1,-0.3911961081417985,-0.3048376868821431,0,0,39.44419980419026,0,1
2019-09-10 11:30:00-04:00,61.38999938964844,36.0,80.0,0,1,-0.3597652229045422,-0.3158231940866229,0,0,41.4269538648436,0,1
2019-09-10 12:30:00-04:00,61.15800094604492,32.0,76.0,0,1,-0.3495469952379721,-0.3225679543168928,0,0,39.65153170633635,0,1
2019-09-10 13:30:00-04:00,60.58000183105469,28.000000000000004,72.0,-1,0,-0.383666011279189,-0.334787565709352,0,0,35.56235453208265,0,1
2019-09-10 14:30:00-04:00,60.4900016784668,24.0,68.0,0,0,-0.4132046712184447,-0.3504709868111706,0,0,34.95782007743476,0,1
2019-09-10 15:30:00-04:00,60.5,20.0,64.0,0,0,-0.4308410239121585,-0.3665449942313682,0,0,35.08983159487137,0,1
2019-09-11 09:30:00-04:00,60.45000076293945,16.0,60.0,0,0,-0.4437373530654867,-0.3819834659981919,0,0,34.71043126317564,0,1
2019-09-11 10:30:00-04:00,59.97999954223633,12.0,56.00000000000001,0,0,-0.4862774535913914,-0.4028422635168318,0,0,31.286012069255374,0,1
2019-09-11 11:30:00-04:00,60.22999954223633,8.0,52.0,0,0,-0.4941219488342909,-0.4210982005803237,0,0,34.96156516206143,0,1
2019-09-11 12:30:00-04:00,60.20149993896485,4.0,48.0,0,0,-0.4969103741563927,-0.4362606352955375,0,0,34.733473582269085,0,1
2019-09-11 13:30:00-04:00,59.69340133666992,8.0,100.0,0,0,-0.5339643238179619,-0.4558013730000224,0,0,30.867066220279145,0,1
2019-09-11 14:30:00-04:00,59.014198303222656,4.0,100.0,0,0,-0.6110915711062432,-0.4868594126212666,0,0,26.60382612309201,0,1
2019-09-11 15:30:00-04:00,59.18000030517578,4.0,96.0,0,0,-0.6513285245682425,-0.5197532350106618,0,0,29.175425140218564,0,1
2019-09-12 09:30:00-04:00,58.959598541259766,4.0,100.0,0,0,-0.6930125630110595,-0.5544051006107413,0,0,27.78193988799366,0,1
2019-09-12 10:30:00-04:00,58.560001373291016,4.0,100.0,0,0,-0.7496501157827211,-0.5934541036451373,0,0,25.41210622296323,0,1
2019-09-12 11:30:00-04:00,58.310001373291016,4.0,100.0,0,0,-0.8054242654951906,-0.635848136015148,0,0,24.030992935645894,0,1
2019-09-12 12:30:00-04:00,58.2400016784668,4.0,100.0,0,0,-0.8455273582701892,-0.6777839804661563,0,0,23.643519803717467,0,1
2019-09-12 13:30:00-04:00,58.0,4.0,100.0,0,0,-0.8864569539314857,-0.7195185751592222,0,0,22.314995520248036,0,1
2019-09-12 14:30:00-04:00,58.095001220703125,20.0,96.0,0,0,-0.9008437824541105,-0.7557836166181999,0,0,24.132243515548826,0,1
2019-09-12 15:30:00-04:00,57.790000915527344,16.0,100.0,0,0,-0.926179996866729,-0.7898628926679058,0,0,22.32651016547817,0,1
2019-09-13 09:30:00-04:00,58.22999954223633,12.0,96.0,0,0,-0.9003759439554813,-0.8119655029254209,0,0,30.41566472174182,0,1
2019-09-13 10:30:00-04:00,58.27999877929688,8.0,92.0,0,0,-0.8659098557386358,-0.8227543734880639,0,0,31.291330930679308,0,1
2019-09-13 11:30:00-04:00,58.7599983215332,4.0,88.0,0,0,-0.7907480299118461,-0.8163531047728204,1,1,39.20144094501431,0,1
2019-09-13 12:30:00-04:00,58.483699798583984,12.0,84.0,0,0,-0.7448900937881007,-0.8020605025758766,0,1,36.59013687760708,0,1
2019-09-13 13:30:00-04:00,58.1349983215332,8.0,80.0,0,0,-0.7282893774013175,-0.7873062775409648,0,1,33.552472100782325,0,1
2019-09-13 14:30:00-04:00,58.290000915527344,4.0,76.0,0,0,-0.6946186447864804,-0.768768750990068,0,1,36.09226947083766,0,1
2019-09-13 15:30:00-04:00,58.31999969482422,4.0,72.0,0,0,-0.6579294941638665,-0.7466008996248278,0,1,36.59736883542182,0,1
2019-09-16 09:30:00-04:00,57.52999877929688,4.0,100.0,0,0,-0.6847066771749581,-0.734222055134854,0,1,29.89623085528524,0,1
2019-09-16 10:30:00-04:00,58.02510070800781,8.0,96.0,0,0,-0.6583877159653966,-0.7190551873009625,0,1,37.60681941149551,0,1
2019-09-16 11:30:00-04:00,58.14889907836914,4.0,92.0,0,0,-0.6203887998212068,-0.6993219098050114,0,1,39.40160380356417,0,1
2019-09-16 12:30:00-04:00,59.494998931884766,4.0,88.0,0,0,-0.4761664264953609,-0.6546908131430813,0,1,54.67038106742983,0,1
2019-09-16 13:30:00-04:00,59.470001220703125,8.0,84.0,0,0,-0.3597394109469078,-0.5957005327038466,0,1,54.39627418755417,0,1
2019-09-16 14:30:00-04:00,59.31999969482422,4.0,80.0,0,0,-0.2763880029839356,-0.5318380267598645,0,1,52.68913467093467,0,1
2019-09-16 15:30:00-04:00,59.25,4.0,76.0,0,0,-0.2135184937341563,-0.4681741201547229,0,1,51.87102811965024,0,1
2019-09-17 09:30:00-04:00,59.65999984741211,4.0,72.0,0,0,-0.1291219559957923,-0.4003636873229368,0,1,56.16430531501044,0,1
2019-09-17 10:30:00-04:00,59.52999877929688,96.0,68.0,0,0,-0.0718982927627251,-0.3346706084108945,0,1,54.50410880387385,0,1
2019-09-17 11:30:00-04:00,59.63999938964844,92.0,64.0,0,0,-0.0174706071502228,-0.2712306081587602,0,1,55.697439441628845,0,1
2019-09-17 12:30:00-04:00,59.40999984741211,88.0,60.0,0,0,0.0070237198851685,-0.2155797425499744,0,1,52.59131261275412,0,1
2019-09-17 13:30:00-04:00,59.34999847412109,84.0,56.00000000000001,0,0,0.0213479552214792,-0.1681942029956837,0,1,51.78004289955512,0,1
2019-09-17 14:30:00-04:00,59.54999923706055,80.0,52.0,0,0,0.0482818419989783,-0.1248989939967513,0,1,54.31007947961101,0,1
2019-09-17 15:30:00-04:00,59.540000915527344,76.0,48.0,0,0,0.068036082719459,-0.0863119786535092,0,1,54.15709918079666,0,1
2019-09-18 09:30:00-04:00,59.77000045776367,100.0,44.0,0,0,0.1010852538017061,-0.0488325321624661,0,1,57.14741235638968,0,1
2019-09-18 10:30:00-04:00,59.41999816894531,96.0,40.0,0,0,0.0979060998002694,-0.019484805769919,0,1,51.62839449588508,0,1
2019-09-18 11:30:00-04:00,59.27000045776367,92.0,36.0,0,0,0.0823339412171293,0.0008789436274906,0,1,49.42539785796577,0,1
2019-09-18 12:30:00-04:00,59.165000915527344,88.0,32.0,0,0,0.060819221679111,0.0128669992378147,0,1,47.88507127842775,0,1
2019-09-18 13:30:00-04:00,58.9900016784668,84.0,28.000000000000004,1,1,0.0293098102905986,0.0161555614483715,0,1,45.34843404198368,0,1
2019-09-18 14:30:00-04:00,59.540000915527344,80.0,24.0,0,1,0.0481635175974091,0.022557152678179,0,1,53.65743660572476,0,1
2019-09-18 15:30:00-04:00,59.72999954223633,76.0,20.0,0,1,0.0775426543120403,0.0335542530049512,0,1,56.13831054179055,0,1
2019-09-19 09:30:00-04:00,59.75,72.0,16.0,0,1,0.101272297607359,0.0470978619254328,0,1,56.40289022981858,0,1
2019-09-19 10:30:00-04:00,59.709999084472656,68.0,12.0,0,1,0.1155188419977193,0.0607820579398901,0,1,55.67948600495384,0,1
2019-09-19 11:30:00-04:00,58.77109909057617,64.0,8.0,0,1,0.0504662052748088,0.0587188874068738,-1,0,42.04762283889513,0,1
2019-09-19 12:30:00-04:00,58.7599983215332,60.0,4.0,0,1,-0.001961605132891,0.0465827888989209,0,0,41.91695517014483,0,1
2019-09-19 13:30:00-04:00,58.86009979248047,56.00000000000001,4.0,0,1,-0.0350298679678289,0.0302602575255709,0,0,43.61846957729375,0,1
2019-09-19 14:30:00-04:00,58.900001525878906,52.0,4.0,0,1,-0.0573558060663472,0.0127370448071873,0,0,44.31868508535832,0,1
2019-09-19 15:30:00-04:00,59.02999877929688,48.0,88.0,0,1,-0.0638238592205411,-0.0025751359983583,0,0,46.64360727636816,0,1
2019-09-20 09:30:00-04:00,58.27999877929688,44.0,100.0,0,1,-0.1279931446351341,-0.0276587377257135,0,0,37.03565670482214,0,1
2019-09-20 10:30:00-04:00,57.685001373291016,40.0,100.0,0,1,-0.224273795001622,-0.0669817491808952,0,0,31.49329111023046,0,1
2019-09-20 11:30:00-04:00,57.41999816894531,36.0,100.0,0,1,-0.3182913830143263,-0.1172436759475814,0,0,29.384134810865675,0,1
2019-09-20 12:30:00-04:00,57.34000015258789,32.0,100.0,0,1,-0.3947062423574579,-0.1727361892295567,0,0,28.75800801053704,0,1
2019-09-20 13:30:00-04:00,57.45000076293945,28.000000000000004,96.0,-1,0,-0.4413023798505975,-0.2264494273537649,0,0,30.937193353802755,0,1
2019-09-20 14:30:00-04:00,57.88010025024414,24.0,92.0,0,0,-0.438470307618914,-0.2688536034067947,0,0,38.817511730381696,0,1
2019-09-20 15:30:00-04:00,57.83000183105469,20.0,88.0,0,0,-0.4352510900779336,-0.3021331007410225,0,0,38.269745946893046,0,1
2019-09-23 09:30:00-04:00,56.650001525878906,16.0,100.0,0,0,-0.5218998631857374,-0.3460864532299655,0,0,28.182211035507574,0,1
2019-09-23 10:30:00-04:00,56.790000915527344,12.0,96.0,0,0,-0.5726714593160764,-0.3914034544471877,0,0,30.52215009902648,0,1
2019-09-23 11:30:00-04:00,57.0,8.0,92.0,0,0,-0.589171541177457,-0.4309570717932416,0,0,33.99605825253943,0,1
2019-09-23 12:30:00-04:00,56.68999862670898,4.0,88.0,0,0,-0.6201142044233805,-0.4687884983192695,0,0,31.492754719211646,0,1
2019-09-23 13:30:00-04:00,56.6599006652832,28.000000000000004,84.0,0,0,-0.6396911801922016,-0.5029690346938559,0,0,31.25213963460942,0,1
2019-09-23 14:30:00-04:00,56.7598991394043,24.0,80.0,0,0,-0.6397622523866886,-0.5303276782324224,0,0,33.081500439459674,0,1
2019-09-23 15:30:00-04:00,56.75,20.0,76.0,0,0,-0.6333168727492406,-0.5509255171357861,0,0,32.987920260755985,0,1
2019-09-24 09:30:00-04:00,56.790000915527344,16.0,72.0,0,0,-0.6178588313644511,-0.5643121799815191,0,0,33.802803606727224,0,1
2019-09-24 10:30:00-04:00,57.70000076293945,12.0,68.0,0,0,-0.526114123575816,-0.5566725687003784,1,1,48.99744216880438,0,1
2019-09-24 11:30:00-04:00,56.25,8.0,100.0,0,0,-0.5639083407442627,-0.5581197231091553,-1,0,35.151872336709914,0,1
2019-09-24 12:30:00-04:00,56.20000076293945,4.0,100.0,0,0,-0.5910814319010811,-0.5647120648675404,0,0,34.78683925415463,0,1
2019-09-24 13:30:00-04:00,57.09000015258789,4.0,96.0,0,0,-0.5346378177425777,-0.5586972154425479,1,1,45.61332039064736,0,1
2019-09-24 14:30:00-04:00,56.86000061035156,20.0,92.0,0,0,-0.5026704160846265,-0.5474918555709636,0,1,43.59890246955579,0,1
2019-09-24 15:30:00-04:00,57.52999877929688,16.0,88.0,0,0,-0.4184491458545878,-0.5216833136276885,0,1,50.46210430259836,0,1
2019-09-25 09:30:00-04:00,57.25,12.0,84.0,0,0,-0.3700312538991213,-0.4913529016819751,0,1,47.84201620067012,0,1
2019-09-25 10:30:00-04:00,57.900001525878906,8.0,80.0,0,0,-0.2760281541043667,-0.4482879521664534,0,1,53.83455049563226,0,1
2019-09-25 11:30:00-04:00,57.95000076293945,4.0,76.0,0,0,-0.1952448387263885,-0.3976793294784405,0,1,54.269788318720536,0,1
2019-09-25 12:30:00-04:00,57.9900016784668,4.0,72.0,0,0,-0.1265370987873169,-0.3434508833402158,0,1,54.63824854365595,0,1
2019-09-25 13:30:00-04:00,58.35639953613281,100.0,68.0,0,0,-0.0420359110578445,-0.2831678888837415,0,1,57.978125733979965,0,1
2019-09-25 14:30:00-04:00,58.80500030517578,100.0,64.0,0,0,0.0604335812585077,-0.2144475948552916,0,1,61.69663902323026,0,1
2019-09-25 15:30:00-04:00,58.540000915527344,96.0,60.0,0,0,0.1188876928021116,-0.147780537323811,0,1,58.40857637776815,0,1
2019-09-26 09:30:00-04:00,60.994998931884766,100.0,56.00000000000001,0,0,0.3591705257402537,-0.046390324710998,0,1,72.84629617973096,-1,0
2019-09-26 10:30:00-04:00,60.23500061035156,96.0,52.0,0,0,0.4827065483958179,0.0594290499103651,0,1,65.29033230233631,0,0
2019-09-26 11:30:00-04:00,60.43220138549805,92.0,48.0,0,0,0.5897242171730213,0.1654880833628964,0,1,66.26803039083875,0,0
2019-09-26 12:30:00-04:00,60.18000030517578,88.0,44.0,0,0,0.6467308604665121,0.2617366387836195,0,1,63.79316562759563,0,0
2019-09-26 13:30:00-04:00,60.79499816894531,84.0,40.0,0,0,0.7330836913764571,0.356006049302187,0,1,67.02699625221422,0,0
2019-09-26 14:30:00-04:00,60.685001373291016,80.0,36.0,0,0,0.7836101399702216,0.441526867435794,0,1,65.89339656209,0,0
2019-09-26 15:30:00-04:00,60.79999923706055,76.0,32.0,0,0,0.8234399775455756,0.5179094894577504,0,1,66.53070684253058,0,0
2019-09-27 09:30:00-04:00,60.9922981262207,72.0,28.000000000000004,1,1,0.8606018417037617,0.5864479599069528,0,1,67.62028201920637,0,0
2019-09-27 10:30:00-04:00,61.52999877929688,100.0,24.0,0,1,0.9228033333357216,0.6537190345927065,0,1,70.51108155328224,0,0
2019-09-27 11:30:00-04:00,61.02999877929688,96.0,20.0,0,1,0.921134378536422,0.7072021033814497,0,1,64.7244307265963,0,0
2019-09-27 12:30:00-04:00,60.52999877929688,92.0,16.0,0,1,0.8694434951063528,0.7396503817264304,0,1,59.4685896657753,0,0
2019-09-27 13:30:00-04:00,60.68000030517578,88.0,12.0,0,1,0.831002685422348,0.7579208424656139,0,1,60.50475521800047,0,0
2019-09-27 14:30:00-04:00,60.494998931884766,84.0,8.0,0,1,0.7766571815564305,0.7616681102837772,0,1,58.51779422977453,0,0
2019-09-27 15:30:00-04:00,60.7599983215332,80.0,4.0,0,1,0.7463675536954781,0.7586079989661175,-1,0,60.51790753154265,0,0
2019-09-30 09:30:00-04:00,61.72999954223633,100.0,8.0,0,1,0.7915097653853493,0.765188352249964,1,1,66.82361609953838,0,0
2019-09-30 10:30:00-04:00,62.22999954223633,100.0,4.0,0,1,0.8577435806365443,0.7836993979272802,0,1,69.52542025820502,0,0
2019-09-30 11:30:00-04:00,62.02000045776367,96.0,8.0,0,1,0.8831092515946608,0.8035813686607564,0,1,67.05545408135266,0,0
2019-09-30 12:30:00-04:00,61.9900016784668,92.0,4.0,0,1,0.8905256524117249,0.8209702254109501,0,1,66.69096439331368,0,0
2019-09-30 13:30:00-04:00,62.244998931884766,100.0,4.0,0,1,0.9065294436104452,0.8380820690508493,0,1,68.26981260095067,0,0
2019-09-30 14:30:00-04:00,61.970001220703125,96.0,4.0,0,1,0.8868000672347165,0.8478256686876228,0,1,64.70766191315519,0,0
2019-09-30 15:30:00-04:00,62.0,92.0,4.0,0,1,0.8636296599641966,0.8509864669429377,0,1,64.92267713362088,0,0
2019-10-01 09:30:00-04:00,62.59640121459961,100.0,4.0,0,1,0.8832104387947979,0.8574312613133098,0,1,68.97018398937058,0,0
2019-10-01 10:30:00-04:00,62.65999984741211,100.0,8.0,0,1,0.893559823814698,0.8646569738135875,0,1,69.37598878199495,0,0
2019-10-01 11:30:00-04:00,61.77999877929688,96.0,4.0,0,1,0.8212857830112412,0.8559827356531183,-1,0,58.06125166151484,0,0
2019-10-01 12:30:00-04:00,61.45000076293945,92.0,16.0,0,1,0.7289768120397326,0.8305815509304413,0,0,54.47341472902586,0,0
2019-10-01 13:30:00-04:00,61.47999954223633,88.0,12.0,0,1,0.6507406056436835,0.7946133618730898,0,0,54.74717406837457,0,0
2019-10-01 14:30:00-04:00,61.54999923706055,84.0,8.0,0,1,0.5876126064231428,0.7532132107831006,0,0,55.42079172960911,0,0
2019-10-01 15:30:00-04:00,61.630001068115234,80.0,4.0,0,1,0.5378388202641418,0.7101383326793089,0,0,56.22284598671458,0,0
2019-10-02 09:30:00-04:00,60.459999084472656,76.0,100.0,0,1,0.3993795552590811,0.6479865771952634,0,0,43.80900582505344,0,0
2019-10-02 10:30:00-04:00,59.47999954223633,72.0,100.0,0,1,0.2081721385068178,0.5600236894575744,0,0,36.53286615006611,0,0
2019-10-02 11:30:00-04:00,59.47999954223633,68.0,96.0,0,1,0.0559934257976948,0.4592176367255985,0,0,36.53286615006612,0,0
2019-10-02 12:30:00-04:00,59.43999862670898,64.0,100.0,0,1,-0.0670639683133131,0.3539613157178162,0,0,36.24787354636407,0,0
2019-10-02 13:30:00-04:00,59.23799896240234,60.0,100.0,0,1,-0.1788261281647578,0.2474038269413014,0,0,34.77266565204009,0,0
2019-10-02 14:30:00-04:00,59.880001068115234,56.00000000000001,96.0,0,1,-0.2131373261320774,0.1552955963266256,0,0,42.74772511080988,0,0
2019-10-02 15:30:00-04:00,60.060001373291016,52.0,92.0,0,1,-0.2232314047405168,0.0795901961131971,0,0,44.786055347948206,0,0
2019-10-03 09:30:00-04:00,59.91999816894531,48.0,88.0,0,1,-0.2397642700397781,0.015719302882602,0,0,43.489138820874224,0,0
2019-10-03 10:30:00-04:00,60.79999923706055,44.0,84.0,0,1,-0.1797854978742705,-0.0233816572687724,0,0,52.750883619387785,0,0
2019-10-03 11:30:00-04:00,60.59999847412109,40.0,80.0,0,1,-0.1466992215930531,-0.0480451701336286,0,0,50.71645295662377,0,0
2019-10-03 12:30:00-04:00,60.615699768066406,36.0,76.0,0,1,-0.1178526144871483,-0.0620066590043325,0,0,50.87662614338496,0,0
2019-10-03 13:30:00-04:00,62.119998931884766,32.0,72.0,0,1,0.0260921262507096,-0.0443869019533241,1,1,63.21253547154069,0,0
2019-10-03 14:30:00-04:00,62.11000061035156,28.000000000000004,68.0,0,1,0.1377744117064878,-0.0079546392213617,0,1,63.09911698924012,0,0
2019-10-03 15:30:00-04:00,62.060001373291016,24.0,64.0,0,1,0.2197161559110938,0.0375795198051293,0,1,62.495239941980266,0,0
2019-10-04 09:30:00-04:00,62.040000915527344,20.0,60.0,0,1,0.2798161622223105,0.0860268482885656,0,1,62.238645870543,0,0
2019-10-04 10:30:00-04:00,62.169700622558594,16.0,56.00000000000001,0,1,0.3340606889561357,0.1356336164220796,0,1,63.291221602921865,0,0
2019-10-04 11:30:00-04:00,62.11330032348633,12.0,52.0,0,1,0.3682538334631289,0.1821576598302895,0,1,62.47568415277267,0,0
2019-10-04 12:30:00-04:00,62.3650016784668,8.0,48.0,0,1,0.4109254498307209,0.2279112178303758,0,1,64.66398406452254,0,0
2019-10-04 13:30:00-04:00,62.38999938964844,4.0,44.0,0,1,0.441668836197806,0.2706627415038619,0,1,64.88301760630152,0,0
2019-10-04 14:30:00-04:00,62.47159957885742,100.0,40.0,0,1,0.4672316886308891,0.3099765309292673,0,1,65.63191780387936,0,0
2019-10-04 15:30:00-04:00,62.65999984741211,100.0,36.0,0,1,0.4969640680727778,0.3473740383579694,0,1,67.36252438449054,0,0
2019-10-07 09:30:00-04:00,62.5099983215332,96.0,32.0,0,1,0.5026293254791057,0.3784250957821967,0,1,64.57446074085776,0,0
2019-10-07 10:30:00-04:00,62.51499938964844,92.0,28.000000000000004,0,1,0.5017388935476319,0.4030878553352837,0,1,64.62702707209509,0,0
2019-10-07 11:30:00-04:00,62.34999847412109,88.0,24.0,0,1,0.4821609733478809,0.4189024789378032,0,1,61.39034856275142,0,0
2019-10-07 12:30:00-04:00,62.2599983215332,84.0,20.0,0,1,0.4541479356818314,0.4259515702866088,0,1,59.635923157447706,0,0
2019-10-07 13:30:00-04:00,62.470001220703125,80.0,16.0,0,1,0.4437772920233271,0.4295167146339525,0,1,62.34036497808271,0,0
2019-10-07 14:30:00-04:00,62.47999954223633,76.0,12.0,0,1,0.4313924396835773,0.4298918596438775,0,1,62.46929552569857,0,0
2019-10-07 15:30:00-04:00,62.25,72.0,8.0,0,1,0.3984255128038541,0.4235985902758729,-1,0,57.58529323203279,0,0
2019-10-08 09:30:00-04:00,61.310001373291016,68.0,4.0,0,1,0.2930706168181203,0.3974929955843224,0,0,42.842772443708434,0,0
2019-10-08 10:30:00-04:00,61.209999084472656,64.0,4.0,0,1,0.1992103804925875,0.3578364725659754,0,0,41.62195685762909,0,0
2019-10-08 11:30:00-04:00,61.52000045776367,60.0,8.0,0,1,0.1481324088135451,0.3158956598154894,0,0,46.69297649873139,0,0
2019-10-08 12:30:00-04:00,61.540000915527344,56.00000000000001,4.0,0,1,0.1080214144271991,0.2743208107378313,0,0,47.012776107014496,0,0
2019-10-08 13:30:00-04:00,61.41999816894531,52.0,8.0,0,1,0.0657915397313289,0.2326149565365308,0,0,45.25837697740109,0,0
2019-10-08 14:30:00-04:00,61.27000045776367,48.0,4.0,0,1,0.0199900650493489,0.1900899782390944,0,0,43.093646268807525,0,0
2019-10-08 15:30:00-04:00,60.810001373291016,44.0,4.0,0,1,-0.0528171718822036,0.1415085482148348,0,0,37.21496942251888,0,0
2019-10-09 09:30:00-04:00,61.650001525878906,40.0,96.0,0,1,-0.0422494146063883,0.1047569556505902,0,0,50.49556457880552,0,0
2019-10-09 10:30:00-04:00,61.46609878540039,36.0,92.0,0,1,-0.0481586619685643,0.0741738321267592,0,0,48.09688679035744,0,0
2019-10-09 11:30:00-04:00,61.77000045776367,32.0,88.0,0,1,-0.0279967290641494,0.0537397198885775,0,0,52.14261941813737,0,0
2019-10-09 12:30:00-04:00,61.970001220703125,28.000000000000004,84.0,-1,0,0.004073184973663,0.0438064129055946,0,0,54.64805331589902,0,0
2019-10-09 13:30:00-04:00,62.1693000793457,24.0,80.0,0,0,0.0450512523881769,0.0440553808021111,1,1,57.06045333006788,0,0
2019-10-09 14:30:00-04:00,62.380001068115234,20.0,76.0,0,0,0.0934512273596581,0.0539345501136205,0,1,59.512457749509856,0,0
2019-10-09 15:30:00-04:00,62.23329925537109,16.0,72.0,0,0,0.118603755709735,0.0668683912328434,0,1,57.06893087366268,0,0
2019-10-10 09:30:00-04:00,62.209999084472656,12.0,68.0,0,0,0.1350998397219314,0.080514680930661,0,1,56.67093558965844,0,0
2019-10-10 10:30:00-04:00,62.09999847412109,8.0,64.0,0,0,0.1377095452906473,0.0919536538026583,0,1,54.73037466371907,0,0
2019-10-10 11:30:00-04:00,61.86000061035156,4.0,60.0,0,0,0.1190397181245117,0.097370866667029,0,1,50.654838080308295,0,0
