Datetime,Close,ao,ao_signal,ao_position
2019-09-25 10:30:00-04:00,57.900001525878906,-0.6865323571597841,0,0
2019-09-25 11:30:00-04:00,57.95000076293945,-0.392517527411961,0,0
2019-09-25 12:30:00-04:00,57.9900016784668,-0.16094382790958406,0,0
2019-09-25 13:30:00-04:00,58.35639953613281,0.06680813957662934,1,1
2019-09-25 14:30:00-04:00,58.80500030517578,0.33595707837272926,0,1
2019-09-25 15:30:00-04:00,58.540000915527344,0.586854081995348,0,1
2019-09-26 09:30:00-04:00,60.994998931884766,0.9542508854585492,0,1
2019-09-26 10:30:00-04:00,60.23500061035156,1.4428255754358617,0,1
2019-09-26 11:30:00-04:00,60.43220138549805,1.8287864685058608,0,1
2019-09-26 12:30:00-04:00,60.18000030517578,2.1298651302561993,0,1
2019-09-26 13:30:00-04:00,60.79499816894531,2.445586956248569,0,1
2019-09-26 14:30:00-04:00,60.685001373291016,2.5878810545977444,0,1
2019-09-26 15:30:00-04:00,60.79999923706055,2.551984057706946,0,1
2019-09-27 09:30:00-04:00,60.9922981262207,2.578798047234031,0,1
2019-09-27 10:30:00-04:00,61.529998779296875,2.6607296663172093,0,1
2019-09-27 11:30:00-04:00,61.029998779296875,2.7045237036312315,0,1
2019-09-27 12:30:00-04:00,60.529998779296875,2.6129647311042348,0,1
2019-09-27 13:30:00-04:00,60.68000030517578,2.4989954892326764,0,1
2019-09-27 14:30:00-04:00,60.494998931884766,2.356899541967053,0,1
2019-09-27 15:30:00-04:00,60.7599983215332,2.130537313573498,0,1
2019-09-30 09:30:00-04:00,61.72999954223633,1.990449176115149,0,1
2019-09-30 10:30:00-04:00,62.22999954223633,2.080890532100902,0,1
2019-09-30 11:30:00-04:00,62.02000045776367,2.229596485811122,0,1
2019-09-30 12:30:00-04:00,61.9900016784668,2.3563305574304962,0,1
2019-09-30 13:30:00-04:00,62.244998931884766,2.495283822452322,0,1
2019-09-30 14:30:00-04:00,61.970001220703125,2.510356095257926,0,1
2019-09-30 15:30:00-04:00,62.0,2.3579739514519176,0,1
2019-10-01 09:30:00-04:00,62.59640121459961,2.2439905503216906,0,1
2019-10-01 10:30:00-04:00,62.65999984741211,2.2023598502663972,0,1
2019-10-01 11:30:00-04:00,61.779998779296875,2.046536153905528,0,1
2019-10-01 12:30:00-04:00,61.45000076293945,1.801859642477595,0,1
2019-10-01 13:30:00-04:00,61.47999954223633,1.5658007341272722,0,1
2019-10-01 14:30:00-04:00,61.54999923706055,1.2821016760433395,0,1
2019-10-01 15:30:00-04:00,61.630001068115234,0.9509321661556456,0,1
2019-10-02 09:30:00-04:00,60.459999084472656,0.6138735154095798,0,1
2019-10-02 10:30:00-04:00,59.47999954223633,0.22472641888786882,0,1
2019-10-02 11:30:00-04:00,59.47999954223633,-0.21668541852165646,-1,0
2019-10-02 12:30:00-04:00,59.439998626708984,-0.6655324935913072,0,0
2019-10-02 13:30:00-04:00,59.237998962402344,-1.1380356732536754,0,0
2019-10-02 14:30:00-04:00,59.880001068115234,-1.4613091973697436,0,0
2019-10-02 15:30:00-04:00,60.060001373291016,-1.4672647363999332,0,0
2019-10-03 09:30:00-04:00,59.91999816894531,-1.3468823376823877,0,0
2019-10-03 10:30:00-04:00,60.79999923706055,-1.1676588170668651,0,0
2019-10-03 11:30:00-04:00,60.599998474121094,-0.9070440404555384,0,0
2019-10-03 12:30:00-04:00,60.615699768066406,-0.7008139217601084,0,0
2019-10-03 13:30:00-04:00,62.119998931884766,-0.4397104599896622,0,0
2019-10-03 14:30:00-04:00,62.11000061035156,-0.0550780913409028,0,0
2019-10-03 15:30:00-04:00,62.060001373291016,0.2549561220056873,1,1
2019-10-04 09:30:00-04:00,62.040000915527344,0.5017550300149338,0,1
2019-10-04 10:30:00-04:00,62.169700622558594,0.7768950069651837,0,1
2019-10-04 11:30:00-04:00,62.11330032348633,0.8915810641120459,0,1
2019-10-04 12:30:00-04:00,62.3650016784668,0.868348031885489,0,1
2019-10-04 13:30:00-04:00,62.38999938964844,0.8742008545819431,0,1
2019-10-04 14:30:00-04:00,62.47159957885742,0.8973222620346988,0,1
2019-10-04 15:30:00-04:00,62.65999984741211,0.9506649690515871,0,1
2019-10-07 09:30:00-04:00,62.5099983215332,1.0215705871582017,0,1
2019-10-07 10:30:00-04:00,62.51499938964844,1.0648431329166215,0,1
2019-10-07 11:30:00-04:00,62.349998474121094,1.0632693459005935,0,1
2019-10-07 12:30:00-04:00,62.2599983215332,1.0325944788315766,0,1
2019-10-07 13:30:00-04:00,62.470001220703125,0.9848609699922406,0,1
2019-10-07 14:30:00-04:00,62.47999954223633,0.9484494714175966,0,1
2019-10-07 15:30:00-04:00,62.25,0.9169849732342925,0,1
2019-10-08 09:30:00-04:00,61.310001373291016,0.811432378432329,0,1
2019-10-08 10:30:00-04:00,61.209999084472656,0.6306680118336416,0,1
2019-10-08 11:30:00-04:00,61.52000045776367,0.4380209530101098,0,1
2019-10-08 12:30:00-04:00,61.540000915527344,0.2471092336318037,0,1
2019-10-08 13:30:00-04:00,61.41999816894531,0.07113859513226828,0,1
2019-10-08 14:30:00-04:00,61.27000045776367,-0.008655772489660762,-1,0
2019-10-08 15:30:00-04:00,60.810001373291016,-0.0525086010203637,0,0
2019-10-09 09:30:00-04:00,61.650001525878906,-0.11656715168672349,0,0
2019-10-09 10:30:00-04:00,61.46609878540039,-0.1720763935762264,0,0
2019-10-09 11:30:00-04:00,61.77000045776367,-0.2079384523279515,0,0
2019-10-09 12:30:00-04:00,61.970001220703125,-0.17737938376033924,0,0
2019-10-09 13:30:00-04:00,62.1693000793457,-0.045292102589321814,0,0
2019-10-09 14:30:00-04:00,62.380001068115234,0.095853917738971,1,1
2019-10-09 15:30:00-04:00,62.233299255371094,0.17743714276481626,0,1
2019-10-10 09:30:00-04:00,62.209999084472656,0.2434026269351719,0,1
2019-10-10 10:30:00-04:00,62.099998474121094,0.25760809954475405,0,1
2019-10-10 11:30:00-04:00,61.86000061035156,0.19932051265941197,0,1
2019-10-10 12:30:00-04:00,61.709999084472656,0.08912123511819203,0,1
2019-10-10 13:30:00-04:00,61.79999923706055,-0.010620711831485607,-1,0
2019-10-10 14:30:00-04:00,61.9900016784668,-0.07036220326143194,0,0
2019-10-10 15:30:00-04:00,62.0099983215332,-0.09989133722641697,0,0
2019-10-11 09:30:00-04:00,62.8119010925293,-0.022704214208260964,0,0
2019-10-11 10:30:00-04:00,62.6776008605957,0.15150334975298563,1,1
2019-10-11 11:30:00-04:00,62.65800094604492,0.3214563481947934,0,1
2019-10-11 12:30:00-04:00,62.181400299072266,0.4251552020802265,0,1
2019-10-11 13:30:00-04:00,62.14500045776367,0.46566583970014364,0,1
2019-10-11 14:30:00-04:00,62.34000015258789,0.4414847654454803,0,1
2019-10-11 15:30:00-04:00,61.529998779296875,0.29865209916059143,0,1
2019-10-14 09:30:00-04:00,61.880001068115234,0.12984187182258466,0,1
2019-10-14 10:30:00-04:00,62.08000183105469,0.05521078670726354,0,1
2019-10-14 11:30:00-04:00,62.16400146484375,0.05235329796285981,0,1
2019-10-14 12:30:00-04:00,62.17179870605469,0.04323030359604729,0,1
2019-10-14 13:30:00-04:00,62.025001525878906,0.08698691199807485,0,1
2019-10-14 14:30:00-04:00,62.13100051879883,0.17002827139461374,0,1
2019-10-14 15:30:00-04:00,61.83000183105469,0.1642311432782364,0,1
2019-10-15 09:30:00-04:00,63.720001220703125,0.2502722571877882,0,1
2019-10-15 10:30:00-04:00,63.70000076293945,0.48972181432387885,0,1
2019-10-15 11:30:00-04:00,63.900001525878906,0.7632773006663598,0,1
2019-10-15 12:30:00-04:00,64.13999938964844,1.076971278471106,0,1
2019-10-15 13:30:00-04:00,64.25,1.4360474418191345,0,1
2019-10-15 14:30:00-04:00,64.05999755859375,1.6204293082742112,0,1
2019-10-15 15:30:00-04:00,64.29000091552734,1.626811375337482,0,1
2019-10-16 09:30:00-04:00,63.04999923706055,1.538694987577557,0,1
2019-10-16 10:30:00-04:00,62.93830108642578,1.2930513830745909,0,1
2019-10-16 11:30:00-04:00,62.97999954223633,1.0138476988848524,0,1
2019-10-16 12:30:00-04:00,62.869998931884766,0.7426904790541684,0,1
2019-10-16 13:30:00-04:00,62.875,0.4646067338831301,0,1
2019-10-16 14:30:00-04:00,62.755001068115234,0.27865534389720636,0,1
2019-10-16 15:30:00-04:00,63.0099983215332,0.23688847036922311,0,1
2019-10-17 09:30:00-04:00,64.19999694824219,0.3234109093161166,0,1
2019-10-17 10:30:00-04:00,63.560001373291016,0.4585285523358493,0,1
2019-10-17 11:30:00-04:00,63.43000030517578,0.5327346801757784,0,1
2019-10-17 12:30:00-04:00,63.42100143432617,0.6057023441090337,0,1
2019-10-17 13:30:00-04:00,63.59000015258789,0.6829349069034336,0,1
2019-10-17 14:30:00-04:00,63.41510009765625,0.6182527542114258,0,1
2019-10-17 15:30:00-04:00,63.380001068115234,0.49274536581600614,0,1
2019-10-18 09:30:00-04:00,61.90999984741211,0.3256791283102629,0,1
2019-10-18 10:30:00-04:00,61.993900299072266,0.052023405187270555,0,1
2019-10-18 11:30:00-04:00,60.02730178833008,-0.40551243950339,-1,0
2019-10-18 12:30:00-04:00,60.54999923706055,-0.9931585424086578,0,0
2019-10-18 13:30:00-04:00,60.56999969482422,-1.5111834469963483,0,0
2019-10-18 14:30:00-04:00,60.6245002746582,-1.8813879686243382,0,0
2019-10-18 15:30:00-04:00,60.459999084472656,-2.1291295107673207,0,0
2019-10-21 09:30:00-04:00,60.284400939941406,-2.209521439496207,0,0
2019-10-21 10:30:00-04:00,60.95000076293945,-2.0995525247910436,0,0
2019-10-21 11:30:00-04:00,61.099998474121094,-1.972937774658206,0,0
2019-10-21 12:30:00-04:00,61.35499954223633,-1.8212732315063462,0,0
2019-10-21 13:30:00-04:00,61.290000915527344,-1.6430025100708008,0,0
2019-10-21 14:30:00-04:00,61.354801177978516,-1.4336064170388596,0,0
2019-10-21 15:30:00-04:00,61.150001525878906,-1.2617839588838464,0,0
2019-10-22 09:30:00-04:00,60.209999084472656,-1.2416661543004608,0,0
2019-10-22 10:30:00-04:00,59.779998779296875,-1.3762543397791234,0,0
2019-10-22 11:30:00-04:00,59.83000183105469,-1.5557837317971632,0,0
2019-10-22 12:30:00-04:00,59.88999938964844,-1.720763846004715,0,0
2019-10-22 13:30:00-04:00,59.029998779296875,-1.9411560731775666,0,0
2019-10-22 14:30:00-04:00,58.79650115966797,-2.1397488089168775,0,0
2019-10-22 15:30:00-04:00,58.81999969482422,-2.2341058731079073,0,0
2019-10-23 09:30:00-04:00,58.95800018310547,-2.296566233915442,0,0
2019-10-23 10:30:00-04:00,59.08000183105469,-2.3488794102388226,0,0
2019-10-23 11:30:00-04:00,58.44449996948242,-2.365995272468112,0,0
2019-10-23 12:30:00-04:00,58.41999816894531,-2.331599852618048,0,0
2019-10-23 13:30:00-04:00,57.69279861450195,-2.342011373183304,0,0
2019-10-23 14:30:00-04:00,58.040000915527344,-2.3989990570965958,0,0
2019-10-23 15:30:00-04:00,58.34000015258789,-2.405534531088435,0,0
2019-10-24 09:30:00-04:00,60.11000061035156,-2.1760729060453556,0,0
2019-10-24 10:30:00-04:00,60.63999938964844,-1.6957579893224377,0,0
2019-10-24 11:30:00-04:00,61.02000045776367,-1.0646994198069848,0,0
2019-10-24 12:30:00-04:00,61.29999923706055,-0.33699408138500075,0,0
2019-10-24 13:30:00-04:00,61.4900016784668,0.3659926582785218,1,1
2019-10-24 14:30:00-04:00,61.61000061035156,0.8853325002333676,0,1
2019-10-24 15:30:00-04:00,61.689998626708984,1.1695971545051123,0,1
2019-10-25 09:30:00-04:00,62.369998931884766,1.4073013754451935,0,1
2019-10-25 10:30:00-04:00,62.560001373291016,1.625524992101333,0,1
2019-10-25 11:30:00-04:00,62.68000030517578,1.8019559411441577,0,1
2019-10-25 12:30:00-04:00,62.84000015258789,1.9792498532463512,0,1
2019-10-25 13:30:00-04:00,62.97999954223633,2.1632278442382784,0,1
2019-10-25 14:30:00-04:00,62.80500030517578,2.2666030659395062,0,1
2019-10-25 15:30:00-04:00,62.87009811401367,2.268602606829475,0,1
2019-10-28 09:30:00-04:00,62.290000915527344,2.2028814988977814,0,1
2019-10-28 10:30:00-04:00,62.81999969482422,2.1168814939611096,0,1
2019-10-28 11:30:00-04:00,63.31999969482422,2.0946902667774907,0,1
2019-10-28 12:30:00-04:00,63.36909866333008,2.1256280899047866,0,1
2019-10-28 13:30:00-04:00,63.021400451660156,2.1420843797571507,0,1
2019-10-28 14:30:00-04:00,63.09000015258789,2.1841763328103454,0,1
2019-10-28 15:30:00-04:00,62.81999969482422,2.197264503030219,0,1
2019-10-29 09:30:00-04:00,62.939998626708984,2.0744114483104,0,1
2019-10-29 10:30:00-04:00,62.88999938964844,1.8970308640423923,0,1
2019-10-29 11:30:00-04:00,62.84000015258789,1.7425985785091598,0,1
2019-10-29 12:30:00-04:00,62.84000015258789,1.6000467524808997,0,1
2019-10-29 13:30:00-04:00,62.60340118408203,1.4413736455580732,0,1
2019-10-29 14:30:00-04:00,62.619998931884766,1.2758476593915162,0,1
2019-10-29 15:30:00-04:00,62.40999984741211,1.0892006930182987,0,1
2019-10-30 09:30:00-04:00,62.43000030517578,0.9001713696648039,0,1
2019-10-30 10:30:00-04:00,62.189998626708984,0.6898256862864756,0,1
2019-10-30 11:30:00-04:00,61.63999938964844,0.4260515325209653,0,1
2019-10-30 12:30:00-04:00,61.65999984741211,0.1280172909007291,0,1
2019-10-30 13:30:00-04:00,62.04999923706055,-0.12129443673526907,-1,0
2019-10-30 14:30:00-04:00,62.209999084472656,-0.2951769323909943,0,0
2019-10-30 15:30:00-04:00,62.1859016418457,-0.40502645829145223,0,0
2019-10-31 09:30:00-04:00,61.22999954223633,-0.4856405706966598,0,0
2019-10-31 10:30:00-04:00,61.279998779296875,-0.5771406398100041,0,0
2019-10-31 11:30:00-04:00,61.358699798583984,-0.6889574387494264,0,0
2019-10-31 12:30:00-04:00,61.369998931884766,-0.8411858951344229,0,0
2019-10-31 13:30:00-04:00,61.279998779296875,-1.0091584822710828,0,0
2019-10-31 14:30:00-04:00,61.185001373291016,-1.0919691871194246,0,0
2019-10-31 15:30:00-04:00,61.459999084472656,-1.0576601926018157,0,0
2019-11-01 09:30:00-04:00,62.724998474121094,-0.892074371786677,0,0
2019-11-01 10:30:00-04:00,62.52000045776367,-0.6405178406659289,0,0
2019-11-01 11:30:00-04:00,62.31999969482422,-0.411517592037427,0,0
2019-11-01 12:30:00-04:00,62.38999938964844,-0.17069416046142294,0,0
2019-11-01 13:30:00-04:00,62.33789825439453,0.05314117880428171,1,1
2019-11-01 14:30:00-04:00,62.45000076293945,0.12647837470559864,0,1
2019-11-01 15:30:00-04:00,62.54999923706055,0.10433287901037147,0,1
2019-11-04 09:30:00-05:00,63.279998779296875,0.19274446824017843,0,1
2019-11-04 10:30:00-05:00,62.75,0.32636209375717584,0,1
2019-11-04 11:30:00-05:00,62.7130012512207,0.4179032942828016,0,1
2019-11-04 12:30:00-05:00,62.72779846191406,0.49715953153722836,0,1
2019-11-04 13:30:00-05:00,62.88999938964844,0.5661981807035588,0,1
2019-11-04 14:30:00-05:00,62.51499938964844,0.5311247432933115,0,1
2019-11-04 15:30:00-05:00,62.38999938964844,0.43119826597325783,0,1
2019-11-05 09:30:00-05:00,60.16999816894531,0.18898613873649595,0,1
2019-11-05 10:30:00-05:00,61.02000045776367,-0.1693292505600894,-1,0
2019-11-05 11:30:00-05:00,61.349998474121094,-0.44543265174417,0,0
2019-11-05 12:30:00-05:00,61.16999816894531,-0.690941619873044,0,0
2019-11-05 13:30:00-05:00,61.13639831542969,-0.9079047371359437,0,0
2019-11-05 14:30:00-05:00,60.900001525878906,-0.9162409950705168,0,0
2019-11-05 15:30:00-05:00,61.04999923706055,-0.7977407904232265,0,0
2019-11-06 09:30:00-05:00,60.775001525878906,-0.8111376930685594,0,0
2019-11-06 10:30:00-05:00,60.959999084472656,-0.8588285109576077,0,0
2019-11-06 11:30:00-05:00,61.255001068115234,-0.852012275247013,0,0
2019-11-06 12:30:00-05:00,61.21500015258789,-0.7904168746050644,0,0
2019-11-06 13:30:00-05:00,61.560001373291016,-0.6860786101397309,0,0
2019-11-06 14:30:00-05:00,61.48270034790039,-0.5444085289450271,0,0
2019-11-06 15:30:00-05:00,61.34000015258789,-0.42691500046674236,0,0
2019-11-07 09:30:00-05:00,64.80999755859375,-0.08694464739631513,0,0
2019-11-07 10:30:00-05:00,65.61000061035156,0.5936241710887202,1,1
2019-11-07 11:30:00-05:00,64.66000366210938,1.2322228936588075,0,1
2019-11-07 12:30:00-05:00,64.80999755859375,1.7746586743523096,0,1
2019-11-07 13:30:00-05:00,64.77999877929688,2.3466089024263184,0,1
2019-11-07 14:30:00-05:00,64.26499938964844,2.5419913348029723,0,1
2019-11-07 15:30:00-05:00,64.41000366210938,2.3014623305376887,0,1
2019-11-08 09:30:00-05:00,62.459999084472656,1.9375650630277832,0,1
2019-11-08 10:30:00-05:00,61.75,1.4208295709946626,0,1
2019-11-08 11:30:00-05:00,62.70000076293945,0.9106535182279742,0,1
2019-11-08 12:30:00-05:00,62.29999923706055,0.5021521960987769,0,1
2019-11-08 13:30:00-05:00,62.279998779296875,0.0957090602201589,0,1
2019-11-08 14:30:00-05:00,62.375,-0.12071778914507547,-1,0
2019-11-08 15:30:00-05:00,62.4900016784668,-0.04102640712962824,0,0
2019-11-11 09:30:00-05:00,63.900001525878906,0.14767965428969632,1,1
2019-11-11 10:30:00-05:00,63.619998931884766,0.3694297117345471,0,1
2019-11-11 11:30:00-05:00,63.90999984741211,0.6337062723496416,0,1
2019-11-11 12:30:00-05:00,64.42500305175781,0.9617477865780089,0,1
2019-11-11 13:30:00-05:00,64.30999755859375,1.2997770646039157,0,1
2019-11-11 14:30:00-05:00,63.845001220703125,1.4284825044519778,0,1
2019-11-11 15:30:00-05:00,63.77000045776367,1.3636443306417974,0,1
2019-11-12 09:30:00-05:00,63.150001525878906,1.218379895827347,0,1
2019-11-12 10:30:00-05:00,62.929901123046875,0.938312463199388,0,1
2019-11-12 11:30:00-05:00,62.63999938964844,0.5769509259392223,0,1
2019-11-12 12:30:00-05:00,62.164398193359375,0.2051554960363049,0,1
2019-11-12 13:30:00-05:00,61.52000045776367,-0.21214008331298828,-1,0
2019-11-12 14:30:00-05:00,61.0,-0.660522584354176,0,0
2019-11-12 15:30:00-05:00,61.529998779296875,-1.0258805892046752,0,0
2019-11-13 09:30:00-05:00,61.558101654052734,-1.2939591239480421,0,0
2019-11-13 10:30:00-05:00,61.4202995300293,-1.4877852495978914,0,0
2019-11-13 11:30:00-05:00,61.689998626708984,-1.5546114304486451,0,0
2019-11-13 12:30:00-05:00,61.720001220703125,-1.4749497020945768,0,0
2019-11-13 13:30:00-05:00,61.38999938964844,-1.4179392085355929,0,0
2019-11-13 14:30:00-05:00,61.7400016784668,-1.4182682710535417,0,0
2019-11-13 15:30:00-05:00,61.52000045776367,-1.3476082409129404,0,0
2019-11-14 09:30:00-05:00,62.018798828125,-1.2035640267764833,0,0
2019-11-14 10:30:00-05:00,62.869998931884766,-0.9765488456277254,0,0
2019-11-14 11:30:00-05:00,62.900001525878906,-0.6561370849609389,0,0
2019-11-14 12:30:00-05:00,62.682498931884766,-0.3519533830530506,0,0
2019-11-14 13:30:00-05:00,62.70000076293945,-0.0858433555154221,0,0
2019-11-14 14:30:00-05:00,62.849998474121094,0.1612325780531947,1,1
2019-11-14 15:30:00-05:00,63.0,0.27235271229463365,0,1
2019-11-15 09:30:00-05:00,64.25,0.3756467707016924,0,1
2019-11-15 10:30:00-05:00,64.41000366210938,0.6214852837955291,0,1
2019-11-15 11:30:00-05:00,64.19000244140625,0.8902946584364955,0,1
2019-11-15 12:30:00-05:00,64.22000122070312,1.1199714885038503,0,1
2019-11-15 13:30:00-05:00,64.17500305175781,1.3194719875559997,0,1
2019-11-15 14:30:00-05:00,64.30999755859375,1.389736770181095,0,1
2019-11-15 15:30:00-05:00,64.69999694824219,1.386206570793604,0,1
2019-11-18 09:30:00-05:00,65.0199966430664,1.4658524793737087,0,1
2019-11-18 10:30:00-05:00,65.66000366210938,1.6465285918291812,0,1
2019-11-18 11:30:00-05:00,65.94999694824219,1.9198664945714654,0,1
2019-11-18 12:30:00-05:00,66.16999816894531,2.233586614272177,0,1
2019-11-18 13:30:00-05:00,66.33999633789062,2.5195425594554166,0,1
2019-11-18 14:30:00-05:00,65.86000061035156,2.7001164941226747,0,1
2019-11-18 15:30:00-05:00,65.73999786376953,2.7232928332160498,0,1
2019-11-19 09:30:00-05:00,65.70999908447266,2.6283204920151704,0,1
2019-11-19 10:30:00-05:00,65.5250015258789,2.4565107457777984,0,1
2019-11-19 11:30:00-05:00,65.68000030517578,2.231884945140173,0,1
2019-11-19 12:30:00-05:00,66.05000305175781,2.066567869747388,0,1
2019-11-19 13:30:00-05:00,66.44309997558594,2.0092150519875887,0,1
2019-11-19 14:30:00-05:00,66.34500122070312,1.992171029483572,0,1
2019-11-19 15:30:00-05:00,66.4000015258789,2.0011579737943777,0,1
2019-11-20 09:30:00-05:00,66.91999816894531,2.0605754291310063,0,1
2019-11-20 10:30:00-05:00,67.38999938964844,2.1538733875050298,0,1
2019-11-20 11:30:00-05:00,67.41000366210938,2.2170633428237068,0,1
2019-11-20 12:30:00-05:00,66.88500213623047,2.203268432617193,0,1
2019-11-20 13:30:00-05:00,67.0999984741211,2.1676358727847713,0,1
2019-11-20 14:30:00-05:00,67.1166000366211,2.0961693371043424,0,1
2019-11-20 15:30:00-05:00,67.18499755859375,1.9370528950410772,0,1
2019-11-21 09:30:00-05:00,67.1500015258789,1.7516377729528045,0,1
