,Close,bollinger_upper_band,bollinger_lower_band,bollinger_signal,bb_position
2019-09-05 11:00:00+01:00,0.25780001282691956,0.26016089724132413,0.25790909422805913,1.0,1
2019-09-05 12:00:00+01:00,0.25589999556541443,0.26023692870979137,0.25760306333656485,1.0,1
2019-09-05 13:00:00+01:00,0.2565000057220459,0.2602382133273927,0.2573917796344908,1.0,1
2019-09-05 14:00:00+01:00,0.2558000087738037,0.2601286429932743,0.25706135146110953,1.0,1
2019-09-05 15:00:00+01:00,0.2554999887943268,0.2599917199587164,0.25672827399022,1.0,1
2019-09-05 16:00:00+01:00,0.25609999895095825,0.25987300613005004,0.25650698802392635,1.0,1
2019-09-05 17:00:00+01:00,0.25519999861717224,0.25960173869386666,0.25621825492128375,1.0,1
2019-09-05 18:00:00+01:00,0.2549000084400177,0.25934757092521055,0.2559224238105072,1.0,1
2019-09-05 19:00:00+01:00,0.25589999556541443,0.25882594246287055,0.25587405305486016,0.0,1
2019-09-05 20:00:00+01:00,0.25519999861717224,0.2586680720010524,0.2556619247040028,1.0,1
2019-09-05 21:00:00+01:00,0.25459998846054077,0.2584986815670833,0.25540131530963334,1.0,1
2019-09-05 22:00:00+01:00,0.25540000200271606,0.25834613116888655,0.2552538665899788,0.0,1
2019-09-05 23:00:00+01:00,0.2563999891281128,0.25820122626739966,0.25519877108615413,0.0,1
2019-09-06 00:00:00+01:00,0.2565999925136566,0.2580451999065517,0.2551647957208515,0.0,1
2019-09-06 01:00:00+01:00,0.25589999556541443,0.2577662714456088,0.2551237247253888,0.0,1
2019-09-06 02:00:00+01:00,0.2558000087738037,0.25748380008899957,0.2550961982849857,0.0,1
2019-09-06 03:00:00+01:00,0.2554999887943268,0.2571727420733699,0.25507725518481644,0.0,1
2019-09-06 04:00:00+01:00,0.2563999891281128,0.2568475988634571,0.25516239731230894,0.0,1
2019-09-06 05:00:00+01:00,0.2581000030040741,0.25691344982572656,0.2551365470271482,-1.0,0
2019-09-06 06:00:00+01:00,0.2574999928474426,0.25697366511221764,0.25512633109692695,-1.0,0
2019-09-06 07:00:00+01:00,0.25760000944137573,0.2569446071160238,0.2551353887545664,-1.0,0
2019-09-06 08:00:00+01:00,0.25619998574256897,0.25695965013578004,0.2551503447525256,0.0,0
2019-09-06 09:00:00+01:00,0.25679999589920044,0.25698484591903864,0.2551551479869825,0.0,0
2019-09-06 10:00:00+01:00,0.2572000026702881,0.2570861257182794,0.25519386757739015,-1.0,0
2019-09-06 11:00:00+01:00,0.25760000944137573,0.2572320071748815,0.25525798818549295,-1.0,0
2019-09-06 12:00:00+01:00,0.25870001316070557,0.2575030530691104,0.2552469437122387,-1.0,0
2019-09-06 13:00:00+01:00,0.25769999623298645,0.25762950993128547,0.25537048661164513,-1.0,0
2019-09-06 14:00:00+01:00,0.257999986410141,0.25776593889918364,0.2555440554407593,-1.0,0
2019-09-06 15:00:00+01:00,0.258899986743927,0.2580073976691023,0.25560259578869193,-1.0,0
2019-09-06 16:00:00+01:00,0.258899986743927,0.2582168462100766,0.255763146060393,-1.0,0
2019-09-06 17:00:00+01:00,0.257999986410141,0.25826805278083625,0.2560519392845934,0.0,0
2019-09-06 18:00:00+01:00,0.25360000133514404,0.25838272695194947,0.25575726504672297,1.0,1
2019-09-06 19:00:00+01:00,0.2524999976158142,0.2585359642432571,0.2552140286041855,1.0,1
2019-09-06 20:00:00+01:00,0.25220000743865967,0.258618203050802,0.25469179128914093,1.0,1
2019-09-06 21:00:00+01:00,0.251800000667572,0.2586906485873338,0.2542093462628249,1.0,1
2019-09-06 22:00:00+01:00,0.2515000104904175,0.2587328410137827,0.2537371540080374,1.0,1
2019-09-06 23:00:00+01:00,0.251800000667572,0.2587351393310069,0.2533648568781377,1.0,1
2019-09-07 00:00:00+01:00,0.251800000667572,0.2586657866541755,0.252974210708915,1.0,1
2019-09-07 01:00:00+01:00,0.25099998712539673,0.2584507998598844,0.2524791959153384,1.0,1
2019-09-07 02:00:00+01:00,0.2515999972820282,0.25823458173132,0.2521054144873613,1.0,1
2019-09-07 03:00:00+01:00,0.251800000667572,0.25797678467572255,0.25178321066557846,0.0,1
2019-09-07 04:00:00+01:00,0.25119999051094055,0.2578151756857367,0.2514448201324014,1.0,1
2019-09-07 05:00:00+01:00,0.25200000405311584,0.2575838886374407,0.251196107996089,0.0,1
2019-09-07 06:00:00+01:00,0.2515999972820282,0.2572900158437206,0.2509299802509831,0.0,1
2019-09-07 07:00:00+01:00,0.25119999051094055,0.25692198573036573,0.2506580084712944,0.0,1
2019-09-07 08:00:00+01:00,0.2513999938964844,0.2563747244594616,0.2504752678157765,0.0,1
2019-09-07 09:00:00+01:00,0.25119999051094055,0.2559086250993598,0.2502913666036736,0.0,1
2019-09-07 10:00:00+01:00,0.2515000104904175,0.2553534209735392,0.25019657313752186,0.0,1
2019-09-07 11:00:00+01:00,0.2513999938964844,0.25455063707916564,0.25024935774715124,0.0,1
2019-09-07 12:00:00+01:00,0.25290000438690186,0.2536231516163128,0.2505768449743015,0.0,1
2019-09-07 13:00:00+01:00,0.2531000077724457,0.2525459024495204,0.25116409627732433,-1.0,0
2019-09-07 14:00:00+01:00,0.25679999589920044,0.2532708392383892,0.2507591589448612,-1.0,0
2019-09-07 15:00:00+01:00,0.2590000033378601,0.25434536208336905,0.25033463667208594,-1.0,0
2019-09-07 16:00:00+01:00,0.2599000036716461,0.25534654636337084,0.25010345201538287,-1.0,0
2019-09-07 17:00:00+01:00,0.2603999972343445,0.2562747970695597,0.2500352009658712,-1.0,0
2019-09-07 18:00:00+01:00,0.26109999418258667,0.25719431240741997,0.2500756839972279,-1.0,0
2019-09-07 19:00:00+01:00,0.2621000111103058,0.2581479610437658,0.2501520364051554,-1.0,0
2019-09-07 20:00:00+01:00,0.26170000433921814,0.2589386290842192,0.25035136873186664,-1.0,0
2019-09-07 21:00:00+01:00,0.26100000739097595,0.2595720099813641,0.2507179898612797,-1.0,0
2019-09-07 22:00:00+01:00,0.2615000009536743,0.2602012120522076,0.25107878815760076,-1.0,0
2019-09-07 23:00:00+01:00,0.2615000009536743,0.2607713226499154,0.2514786775885032,-1.0,0
2019-09-08 00:00:00+01:00,0.2605000138282776,0.26118254932084156,0.2519974532493107,0.0,0
2019-09-08 01:00:00+01:00,0.2614000141620636,0.26163906507982077,0.25248093850122627,0.0,0
2019-09-08 02:00:00+01:00,0.26100000739097595,0.26200027001983145,0.25305973457211034,0.0,0
2019-09-08 03:00:00+01:00,0.260699987411499,0.2622671355104162,0.25374286877158153,0.0,0
2019-09-08 04:00:00+01:00,0.2648000121116638,0.2628972364249626,0.25445276967855307,-1.0,0
2019-09-08 05:00:00+01:00,0.26510000228881836,0.2634382511932672,0.25530175608803624,-1.0,0
2019-09-08 06:00:00+01:00,0.2639000117778778,0.2637271452018602,0.25625286220818927,-1.0,0
2019-09-08 07:00:00+01:00,0.26350000500679016,0.2638114883819643,0.2573785201391157,0.0,0
2019-09-08 08:00:00+01:00,0.2630999982357025,0.2638042203109805,0.25840578759497956,0.0,0
2019-09-08 09:00:00+01:00,0.26159998774528503,0.263462851573761,0.259597154329483,0.0,0
2019-09-08 10:00:00+01:00,0.26190000772476196,0.2633652367520571,0.26020477033374306,0.0,0
2019-09-08 11:00:00+01:00,0.26350000500679016,0.263490012624171,0.26052999462852217,-1.0,0
2019-09-08 12:00:00+01:00,0.259799987077713,0.2634926657326113,0.2605173398606886,1.0,1
2019-09-08 13:00:00+01:00,0.2596000134944916,0.2635078241845323,0.2604221830347823,1.0,1
2019-09-08 14:00:00+01:00,0.25859999656677246,0.2635489298749823,0.26013107758275084,1.0,1
2019-09-08 15:00:00+01:00,0.2635999917984009,0.2636682793942195,0.2601617261323232,0.0,1
2019-09-08 16:00:00+01:00,0.26409998536109924,0.2638536989931338,0.260216304635597,-1.0,0
2019-09-08 17:00:00+01:00,0.2628999948501587,0.26394139830748253,0.26031860406716656,0.0,0
2019-09-08 18:00:00+01:00,0.26260000467300415,0.26399295941868867,0.2603770433278934,0.0,0
2019-09-08 19:00:00+01:00,0.2621999979019165,0.2640207617781381,0.2604192406632681,0.0,0
2019-09-08 20:00:00+01:00,0.260699987411499,0.26402123762244933,0.260438762177279,0.0,0
2019-09-08 21:00:00+01:00,0.25949999690055847,0.26402047895292635,0.26024951912065153,1.0,1
2019-09-08 22:00:00+01:00,0.2612000107765198,0.26402466396777874,0.26026533444435357,0.0,1
2019-09-08 23:00:00+01:00,0.2628999948501587,0.2641098596296318,0.2604001395263665,0.0,1
2019-09-09 00:00:00+01:00,0.26269999146461487,0.2639102323079105,0.2603897647833829,0.0,1
2019-09-09 01:00:00+01:00,0.2624000012874603,0.2636350295881048,0.2603949674030527,0.0,1
2019-09-09 02:00:00+01:00,0.26159998774528503,0.2634596863215772,0.2603403082663211,0.0,1
2019-09-09 03:00:00+01:00,0.26019999384880066,0.2632910621308564,0.2601789313412429,0.0,1
2019-09-09 04:00:00+01:00,0.25999999046325684,0.263147293148804,0.2600126995460507,1.0,1
2019-09-09 05:00:00+01:00,0.2596000134944916,0.2631085569530104,0.25985143831676505,1.0,1
2019-09-09 06:00:00+01:00,0.25859999656677246,0.263061653998003,0.25956834015597346,1.0,1
2019-09-09 07:00:00+01:00,0.2583000063896179,0.2628457527570902,0.259264241535169,1.0,1
2019-09-09 08:00:00+01:00,0.2574000060558319,0.26288739502483893,0.2589826011652322,1.0,1
2019-09-09 09:00:00+01:00,0.25859999656677246,0.26288559279444307,0.25888440170285615,1.0,1
2019-09-09 10:00:00+01:00,0.2621999979019165,0.26301037329503785,0.2591196213357757,0.0,1
2019-09-09 11:00:00+01:00,0.26190000772476196,0.2628442294956409,0.2591157667278088,0.0,1
2019-09-09 12:00:00+01:00,0.26249998807907104,0.2626543891886059,0.259145607306641,0.0,1
2019-09-09 13:00:00+01:00,0.26089999079704285,0.26249021566847536,0.25910978042146,0.0,1
2019-09-09 14:00:00+01:00,0.2614000141620636,0.26238361253000486,0.25909638450883643,0.0,1
2019-09-09 15:00:00+01:00,0.26170000433921814,0.2623389217490845,0.25909107593348685,0.0,1
2019-09-09 16:00:00+01:00,0.26100000739097595,0.2623551620269832,0.2591048376535359,0.0,1
2019-09-09 17:00:00+01:00,0.2590999901294708,0.2623534540578591,0.2590665449455512,0.0,1
2019-09-09 18:00:00+01:00,0.2590000033378601,0.2622821013370544,0.25891789692248995,0.0,1
2019-09-09 19:00:00+01:00,0.2590999901294708,0.2620321795860623,0.2587878182014133,0.0,1
2019-09-09 20:00:00+01:00,0.258899986743927,0.261781239774934,0.2586587575404728,0.0,1
2019-09-09 21:00:00+01:00,0.257999986410141,0.2615478323783997,0.2584521634492752,1.0,1
2019-09-09 22:00:00+01:00,0.25850000977516174,0.26137933485396697,0.25831066317669554,0.0,1
2019-09-09 23:00:00+01:00,0.25920000672340393,0.2613334462074209,0.258256553110702,0.0,1
2019-09-10 00:00:00+01:00,0.2587999999523163,0.2612883588406276,0.2581816414264012,0.0,1
2019-09-10 01:00:00+01:00,0.25949999690055847,0.26128397632639316,0.2581760222812423,0.0,1
2019-09-10 02:00:00+01:00,0.2603999972343445,0.2613571196466365,0.2582828790277562,0.0,1
2019-09-10 03:00:00+01:00,0.2612999975681305,0.2614973298483923,0.2584426679438517,0.0,1
2019-09-10 04:00:00+01:00,0.2614000141620636,0.26160200441272785,0.2587379941901393,0.0,1
2019-09-10 05:00:00+01:00,0.26190000772476196,0.26176670203014946,0.25890329768851666,-1.0,0
2019-09-10 06:00:00+01:00,0.26109999418258667,0.2616563439773516,0.25890365536938154,0.0,0
2019-09-10 07:00:00+01:00,0.2614000141620636,0.2616046521123831,0.2589053478780801,0.0,0
2019-09-10 08:00:00+01:00,0.26179999113082886,0.26151639560071377,0.2589236046949253,-1.0,0
2019-09-10 09:00:00+01:00,0.26089999079704285,0.26151639560071377,0.2589236046949253,0.0,0
2019-09-10 10:00:00+01:00,0.259799987077713,0.2614088182989759,0.2588711792882281,0.0,0
2019-09-10 11:00:00+01:00,0.26080000400543213,0.2613208099015923,0.25886918765223305,0.0,0
2019-09-10 12:00:00+01:00,0.26109999418258667,0.2613298915791525,0.2588701046538339,0.0,0
2019-09-10 13:00:00+01:00,0.26249998807907104,0.26158633378148627,0.25895366224646016,-1.0,0
2019-09-10 14:00:00+01:00,0.26100000739097595,0.2616604914639529,0.25907950496930515,0.0,0
2019-09-10 15:00:00+01:00,0.25999999046325684,0.26167418696070655,0.2591558095059301,0.0,0
2019-09-10 16:00:00+01:00,0.25929999351501465,0.2616718354587583,0.2591981616849871,0.0,0
2019-09-10 17:00:00+01:00,0.25920000672340393,0.2616326208919029,0.2593573782831688,1.0,1
2019-09-10 18:00:00+01:00,0.25870001316070557,0.26162490234337005,0.2593850971702561,1.0,1
2019-09-10 19:00:00+01:00,0.25859999656677246,0.2616388739933631,0.25931112450459987,1.0,1
2019-09-10 20:00:00+01:00,0.25609999895095825,0.26182160552287925,0.25885839287494794,1.0,1
2019-09-10 21:00:00+01:00,0.2556999921798706,0.2619536509331409,0.25834634699261744,1.0,1
2019-09-10 22:00:00+01:00,0.25780001282691956,0.2618968951062778,0.2581431043787381,1.0,1
2019-09-10 23:00:00+01:00,0.25760000944137573,0.2617608009344361,0.25790919973790427,1.0,1
2019-09-11 00:00:00+01:00,0.25859999656677246,0.26160273181170735,0.2577872671011039,0.0,1
2019-09-11 01:00:00+01:00,0.25850000977516174,0.2613765615115218,0.25767343760632944,0.0,1
2019-09-11 02:00:00+01:00,0.257099986076355,0.2612131537902525,0.2574368445169756,1.0,1
2019-09-11 03:00:00+01:00,0.25760000944137573,0.26099433285510587,0.2572756649800534,0.0,1
2019-09-11 04:00:00+01:00,0.257999986410141,0.2607094040418653,0.25718059332122517,0.0,1
2019-09-11 05:00:00+01:00,0.2572999894618988,0.26050289601221094,0.2570271012173652,0.0,1
2019-09-11 06:00:00+01:00,0.25600001215934753,0.2603993587097662,0.25675064102797335,1.0,1
2019-09-11 07:00:00+01:00,0.25600001215934753,0.2601669583983164,0.2565030421548147,1.0,1
2019-09-11 08:00:00+01:00,0.25589999556541443,0.2598623447150702,0.25628765597634373,1.0,1
2019-09-11 09:00:00+01:00,0.25429999828338623,0.25931942921159234,0.25601057250025305,1.0,1
2019-09-11 10:00:00+01:00,0.25380000472068787,0.2589787839428366,0.25563121750198003,1.0,1
2019-09-11 11:00:00+01:00,0.2549999952316284,0.25867769427271026,0.25543230764894354,1.0,1
2019-09-11 12:00:00+01:00,0.25440001487731934,0.2584457540386331,0.2551742500192511,1.0,1
2019-09-11 13:00:00+01:00,0.25440001487731934,0.2581886751816307,0.254951329691645,1.0,1
2019-09-11 14:00:00+01:00,0.25459998846054077,0.2579591587403438,0.25477084366291547,1.0,1
2019-09-11 15:00:00+01:00,0.2529999911785126,0.25775588963465185,0.25441411222978144,1.0,1
2019-09-11 16:00:00+01:00,0.2526000142097473,0.25775359550985566,0.25406640788045654,1.0,1
2019-09-11 17:00:00+01:00,0.2531999945640564,0.2577257756720737,0.253844227956657,1.0,1
2019-09-11 18:00:00+01:00,0.2529999911785126,0.2575199686149398,0.25357003284895024,1.0,1
2019-09-11 19:00:00+01:00,0.25290000438690186,0.25730707606659786,0.25331292489184487,1.0,1
2019-09-11 20:00:00+01:00,0.25270000100135803,0.25693477909779694,0.2530952223041043,1.0,1
2019-09-11 21:00:00+01:00,0.25270000100135803,0.2565249617097997,0.2529250388147211,1.0,1
2019-09-11 22:00:00+01:00,0.2540999948978424,0.256289604229315,0.25286039717735465,0.0,1
2019-09-11 23:00:00+01:00,0.2549999952316284,0.2560102371291454,0.25287976285654945,0.0,1
2019-09-12 00:00:00+01:00,0.25540000200271606,0.25566222956619444,0.25296777197875797,0.0,1
2019-09-12 01:00:00+01:00,0.25529998540878296,0.25539254304814685,0.2530374580914939,0.0,1
2019-09-12 02:00:00+01:00,0.2549000084400177,0.25527374202627895,0.25304625874142883,0.0,1
2019-09-12 03:00:00+01:00,0.2547000050544739,0.2551309193828698,0.2530590806743507,0.0,1
2019-09-12 04:00:00+01:00,0.2533000111579895,0.25492266935140007,0.2530073322650779,0.0,1
2019-09-12 05:00:00+01:00,0.2524999976158142,0.2548827983385433,0.2528672032111774,1.0,1
2019-09-12 06:00:00+01:00,0.2524000108242035,0.25486552315749633,0.252744479002576,1.0,1
2019-09-12 07:00:00+01:00,0.2515000104904175,0.25476883574323644,0.2524911679427148,1.0,1
2019-09-12 08:00:00+01:00,0.25119999051094055,0.2547148201549876,0.2522251810943258,1.0,1
2019-09-12 09:00:00+01:00,0.2524000108242035,0.25461650898702864,0.2521234918569731,0.0,1
2019-09-12 10:00:00+01:00,0.25279998779296875,0.2544976757440522,0.2520623250331924,0.0,1
2019-09-12 11:00:00+01:00,0.2540000081062317,0.25455607619657183,0.2521039262734447,0.0,1
2019-09-12 12:00:00+01:00,0.25360000133514404,0.2545950803309306,0.25216492085162556,0.0,1
2019-09-12 13:00:00+01:00,0.2540999948978424,0.25464969060745757,0.25220031060847714,0.0,1
2019-09-12 14:00:00+01:00,0.2563999891281128,0.25498271674140344,0.2522072842694913,-1.0,0
2019-09-12 15:00:00+01:00,0.2563999891281128,0.2552806952530913,0.2522593042319245,-1.0,0
2019-09-12 16:00:00+01:00,0.25450000166893005,0.2553571518613755,0.2523628476903976,0.0,0
2019-09-12 17:00:00+01:00,0.2526000142097473,0.25535639083710543,0.25235361003550655,0.0,0
2019-09-12 18:00:00+01:00,0.25270000100135803,0.25530686407028697,0.25226313741267664,0.0,0
2019-09-12 19:00:00+01:00,0.2529999911785126,0.2551884232904501,0.25218157778720185,0.0,0
2019-09-12 20:00:00+01:00,0.2524999976158142,0.2550087595535592,0.2520712410854025,0.0,0
2019-09-12 21:00:00+01:00,0.2529999911785126,0.2548376760046399,0.2520123252112948,0.0,0
